"rgn_id","level","georgn_id"
2,"r2",39
9,"r2",39
6,"r2",39
1,"r2",39
4,"r2",39
8,"r2",39
5,"r2",39
7,"r2",39
10,"r2",39
3,"r2",39
2,"r1",150
9,"r1",150
6,"r1",150
1,"r1",150
4,"r1",150
8,"r1",150
5,"r1",150
7,"r1",150
10,"r1",150
3,"r1",150
2,"r0",1
9,"r0",1
6,"r0",1
1,"r0",1
4,"r0",1
8,"r0",1
5,"r0",1
7,"r0",1
10,"r0",1
3,"r0",1
