"region_id","rgn_name","rgn_title"
0,"GLOBAL","Spain"
2,"Andalucía","Andalucía"
9,"Cantabria","Cantabria"
6,"Cataluña","Cataluña"
1,"Ceuta y Melilla","Ceuta y Melilla"
4,"Comunidad Valenciana","Comunidad Valenciana"
8,"Galicia","Galicia"
5,"Islas Baleares","Islas Baleares"
7,"País Vasco","País Vasco"
10,"Principado de Asturias","Principado de Asturias"
3,"Región de Murcia","Región de Murcia"
